dteday,hour,holiday,year,workingday,temp,atemp,hum,windspeed,casual,registered,counts,spring,summer,fall,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Mon,Tue,Wed,Thu,Fri,Sat,Cloudy,Snow,Storm
2011-06-19,11,0,0,0,0.72,0.6667,0.58,0.0896,141,236,377,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-24,14,0,0,1,0.54,0.5152,0.64,0.19399999999999998,63,143,206,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2012-08-05,17,0,1,0,0.82,0.7576,0.46,0.2537,122,260,382,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-30,11,0,0,0,0.22,0.2727,0.75,0.0,9,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-04,4,0,0,1,0.38,0.3939,0.71,0.2985,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-01-19,16,0,1,1,0.26,0.2273,0.41,0.3284,8,185,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-11-29,21,0,0,1,0.38,0.3939,0.87,0.2537,9,116,125,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2011-07-13,19,0,0,1,0.7,0.6667,0.79,0.1045,79,340,419,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-10-23,18,0,0,0,0.5,0.4848,0.63,0.1045,88,196,284,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-09-21,12,0,0,1,0.64,0.5909,0.78,0.0896,42,151,193,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2012-06-15,22,0,1,1,0.64,0.6212,0.53,0.1343,79,242,321,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-10-13,10,0,0,1,0.56,0.5303,1.0,0.1343,16,53,69,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2011-08-07,0,0,0,0,0.7,0.6667,0.84,0.2836,14,66,80,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-04-19,13,0,0,1,0.54,0.5152,0.68,0.2239,26,103,129,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2012-04-18,23,0,1,1,0.42,0.4242,0.77,0.0,14,56,70,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-09,11,0,1,1,0.26,0.2879,0.56,0.0896,6,82,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2011-01-08,23,0,0,0,0.1,0.0606,0.39,0.4478,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-18,13,0,1,1,0.7,0.6667,0.74,0.5821,17,97,114,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2012-03-12,22,0,1,1,0.56,0.5303,0.56,0.2239,17,116,133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-01-01,10,0,1,0,0.3,0.3182,0.81,0.1045,18,52,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-13,8,0,1,1,0.56,0.5303,0.73,0.0,33,725,758,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2011-06-18,15,0,0,0,0.82,0.7576,0.46,0.1343,153,214,367,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2012-12-20,7,0,1,1,0.3,0.3333,0.7,0.0,4,346,350,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2011-07-05,17,0,0,1,0.82,0.7576,0.46,0.1045,79,466,545,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-06-18,9,0,1,1,0.54,0.5152,0.83,0.2239,28,222,250,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2011-09-10,10,0,0,0,0.7,0.6515,0.65,0.2537,85,233,318,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2011-08-04,22,0,0,1,0.68,0.6364,0.74,0.19399999999999998,33,141,174,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-03-13,10,0,0,0,0.42,0.4242,0.47,0.2537,36,86,122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-13,13,0,0,0,0.74,0.7121,0.74,0.3284,61,92,153,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2012-03-19,21,0,1,1,0.6,0.6061,0.64,0.1642,33,190,223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-05-17,2,0,1,1,0.6,0.5758,0.78,0.1642,8,8,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-06-26,4,0,1,1,0.54,0.5152,0.45,0.2985,1,9,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-08-01,14,0,1,1,0.82,0.7576,0.46,0.1642,88,175,263,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-11-16,1,0,1,1,0.3,0.3182,0.65,0.0896,5,16,21,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2011-06-27,9,0,0,1,0.72,0.6667,0.54,0.0,37,150,187,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-07-04,3,1,1,0,0.68,0.6364,0.74,0.19399999999999998,9,23,32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-02-09,10,0,1,1,0.22,0.2121,0.51,0.2239,7,90,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-08-09,15,0,0,1,0.86,0.7727,0.39,0.2836,58,106,164,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-06-12,9,0,0,0,0.72,0.6818,0.66,0.0,75,107,182,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,9,0,1,0,0.42,0.4242,0.54,0.1343,59,206,265,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-07-08,5,0,0,1,0.68,0.6364,0.79,0.2537,3,24,27,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-05,18,0,0,1,0.76,0.6970000000000001,0.52,0.2537,105,361,466,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-01-19,4,0,0,1,0.22,0.2273,0.93,0.1343,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2012-12-23,18,0,1,0,0.3,0.303,0.45,0.1642,8,85,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-07-04,22,1,0,0,0.74,0.6818,0.62,0.1343,115,211,326,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2011-09-16,21,0,0,1,0.5,0.4848,0.63,0.0,39,124,163,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2012-02-15,8,0,1,1,0.32,0.2879,0.61,0.3582,7,508,515,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-10-16,10,0,0,0,0.54,0.5152,0.45,0.2537,121,226,347,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-11-20,6,0,1,1,0.34,0.3333,0.71,0.1642,2,146,148,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2011-10-20,23,0,0,1,0.42,0.4242,0.58,0.2537,7,83,90,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2011-03-03,19,0,0,1,0.2,0.19699999999999998,0.4,0.2537,5,101,106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-11-08,8,0,1,1,0.3,0.2879,0.33,0.2836,16,652,668,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2011-08-04,12,0,0,1,0.76,0.7121,0.62,0.2239,53,152,205,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2012-12-22,10,0,1,0,0.26,0.2273,0.48,0.3284,13,105,118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2011-05-09,21,0,0,1,0.52,0.5,0.59,0.1343,28,128,156,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-06-10,2,0,1,0,0.64,0.6061,0.69,0.1343,17,56,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-25,3,0,0,1,0.5,0.4848,1.0,0.1045,2,8,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2011-05-09,6,0,0,1,0.44,0.4394,0.72,0.2537,2,87,89,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-09-06,6,0,0,1,0.54,0.5152,0.88,0.3284,0,72,72,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-08-29,16,0,0,1,0.72,0.6515,0.42,0.1642,56,226,282,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-06-21,3,0,1,1,0.72,0.6970000000000001,0.74,0.0,3,8,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-09-12,9,0,1,1,0.6,0.6061,0.64,0.1343,50,278,328,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2011-12-22,16,0,0,1,0.46,0.4545,0.63,0.0,30,226,256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2011-05-11,20,0,0,1,0.54,0.5152,0.64,0.1343,28,245,273,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-09-07,0,0,0,1,0.54,0.5152,0.94,0.2239,1,12,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2011-05-20,16,0,0,1,0.6,0.6212,0.53,0.1642,61,269,330,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2011-04-11,5,0,0,1,0.46,0.4545,0.94,0.19399999999999998,1,12,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-08-21,4,0,1,1,0.56,0.5303,0.88,0.0,0,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-07-21,5,0,0,1,0.72,0.7121,0.84,0.1045,2,16,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2011-11-26,3,0,0,0,0.3,0.3333,0.81,0.0,8,9,17,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2012-11-13,23,0,1,1,0.26,0.2273,0.56,0.2985,6,78,84,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2012-11-03,3,0,1,0,0.34,0.3182,0.49,0.2537,6,22,28,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2011-03-14,22,0,0,1,0.32,0.3333,0.49,0.1045,4,43,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-06-13,10,0,0,1,0.64,0.6212,0.41,0.3284,38,80,118,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-07-17,5,0,0,0,0.64,0.6061,0.69,0.2239,4,8,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-29,10,0,1,0,0.54,0.5152,0.56,0.2537,134,338,472,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2012-08-18,1,0,1,0,0.62,0.5455,0.94,0.1642,14,78,92,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2011-09-17,23,0,0,0,0.46,0.4545,0.82,0.1642,36,100,136,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2012-07-26,7,0,1,1,0.7,0.6667,0.74,0.2537,17,478,495,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-07-17,10,0,0,0,0.74,0.6818,0.6,0.2239,127,177,304,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-26,5,0,1,1,0.22,0.2273,0.69,0.1642,0,41,41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2011-10-31,10,0,0,1,0.36,0.3485,0.57,0.1642,18,87,105,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2012-01-08,14,0,1,0,0.4,0.4091,0.4,0.19399999999999998,75,253,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-17,17,1,0,0,0.2,0.19699999999999998,0.51,0.19399999999999998,4,67,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-07-29,18,0,1,0,0.8,0.7121,0.41,0.2985,117,302,419,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-30,15,0,1,1,0.42,0.4242,0.54,0.0,73,207,280,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2012-05-16,13,0,1,1,0.72,0.6515,0.42,0.0,77,273,350,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-10-17,18,0,0,1,0.56,0.5303,0.6,0.0,49,469,518,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2012-08-08,18,0,1,1,0.78,0.7273,0.55,0.1642,117,745,862,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2011-07-21,23,0,0,1,0.8,0.8182,0.71,0.1642,40,73,113,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-05-12,0,0,1,0,0.52,0.5,0.42,0.1642,25,111,136,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-03-13,3,0,0,0,0.34,0.3333,0.76,0.1343,6,17,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-07,19,0,1,1,0.38,0.3939,0.76,0.0,15,337,352,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2011-06-24,3,0,0,1,0.66,0.6061,0.83,0.1642,1,4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-05-18,3,0,0,1,0.52,0.5,0.94,0.2985,6,3,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2011-10-06,15,0,0,1,0.58,0.5455,0.46,0.1343,62,157,219,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2012-04-06,15,0,1,1,0.5,0.4848,0.27,0.2836,218,319,537,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-02-02,23,0,0,1,0.2,0.1667,0.44,0.4478,3,29,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-11-23,1,0,1,1,0.28,0.303,0.81,0.0896,2,11,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2011-04-02,8,0,0,0,0.3,0.3182,0.7,0.1045,10,45,55,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-07-18,21,0,1,1,0.76,0.7121,0.62,0.0,53,266,319,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-03-15,11,0,1,1,0.56,0.5303,0.6,0.1343,60,151,211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-09-21,21,0,0,1,0.6,0.5,1.0,0.0896,25,175,200,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2012-08-09,0,0,1,1,0.72,0.6970000000000001,0.74,0.19399999999999998,16,51,67,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-09-13,23,0,0,1,0.64,0.5909,0.78,0.1045,15,59,74,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2012-10-27,20,0,1,0,0.52,0.5,0.72,0.2239,58,238,296,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2012-09-12,15,0,1,1,0.72,0.6515,0.37,0.1343,75,243,318,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2011-08-01,17,0,0,1,0.76,0.6818,0.45,0.2985,69,445,514,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-03-27,9,0,1,1,0.24,0.2273,0.38,0.19399999999999998,8,259,267,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-09,12,0,1,1,0.62,0.6212,0.57,0.2239,58,222,280,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2011-06-02,9,0,0,1,0.72,0.6364,0.26,0.3582,28,197,225,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-08-09,17,0,0,1,0.8,0.7576,0.55,0.1642,79,453,532,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-04-03,18,0,1,1,0.6,0.6061,0.26,0.1642,139,661,800,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-21,7,0,1,1,0.56,0.5303,0.88,0.2985,7,146,153,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2011-01-19,21,0,0,1,0.32,0.2879,0.49,0.4179,4,55,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-07,12,0,1,1,0.7,0.6364,0.42,0.0,62,274,336,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-01-03,1,0,1,1,0.18,0.1818,0.55,0.2239,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-10-06,9,0,0,1,0.46,0.4545,0.63,0.19399999999999998,20,188,208,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2012-03-18,20,0,1,0,0.52,0.5,0.77,0.1343,59,139,198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-25,11,0,0,1,0.84,0.8333,0.59,0.19399999999999998,24,83,107,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2011-06-02,2,0,0,1,0.7,0.6364,0.39,0.0,0,6,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-02-15,22,0,0,1,0.24,0.2879,0.44,0.0,0,41,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-03-12,15,0,1,1,0.56,0.5303,0.4,0.1343,74,159,233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-01-04,17,0,0,1,0.28,0.2727,0.48,0.2239,10,202,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-01-29,5,0,1,0,0.2,0.2121,0.51,0.1343,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-14,12,0,0,1,0.74,0.6515,0.35,0.2537,51,172,223,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-05-21,11,0,0,0,0.64,0.6212,0.53,0.1343,173,245,418,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-08-19,5,0,0,1,0.64,0.5758,0.83,0.0,1,16,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-11-15,21,0,1,1,0.32,0.3333,0.66,0.1045,20,204,224,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2011-01-01,0,0,0,0,0.24,0.2879,0.81,0.0,3,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-07-08,23,0,1,0,0.68,0.6364,0.83,0.0896,25,98,123,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-08-16,21,0,1,1,0.74,0.6667,0.48,0.19399999999999998,83,273,356,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-11-04,15,0,1,0,0.4,0.4091,0.4,0.2239,149,300,449,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-09-07,2,0,0,1,0.54,0.5152,0.94,0.2239,2,4,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2012-07-10,3,0,1,1,0.68,0.6364,0.79,0.0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-09-06,2,0,0,1,0.54,0.5152,0.94,0.2537,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2011-08-28,14,0,0,0,0.78,0.6970000000000001,0.43,0.4179,157,290,447,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-26,1,0,1,1,0.28,0.3182,0.75,0.0,5,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2011-09-10,15,0,0,0,0.74,0.6818,0.55,0.2239,217,263,480,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2011-09-03,6,0,0,0,0.62,0.5909,0.73,0.1642,4,19,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2012-02-06,14,0,1,1,0.4,0.4091,0.35,0.1642,14,126,140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-12-13,15,0,1,1,0.36,0.3485,0.34,0.1343,40,240,280,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2011-11-08,2,0,0,1,0.32,0.3485,0.87,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2012-05-14,13,0,1,1,0.62,0.5909,0.73,0.2239,33,143,176,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-12-22,15,0,1,0,0.32,0.2727,0.33,0.5821,14,139,153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2011-08-24,15,0,0,1,0.76,0.6818,0.48,0.4478,63,141,204,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-10-24,21,0,0,1,0.46,0.4545,0.87,0.1045,12,114,126,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2012-11-27,1,0,1,1,0.32,0.3333,0.7,0.1343,0,6,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2012-08-15,22,0,1,1,0.7,0.6515,0.61,0.1642,29,197,226,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-07-08,7,0,1,0,0.8,0.8029999999999999,0.66,0.0,19,33,52,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-14,16,0,0,1,0.22,0.2424,0.41,0.1045,3,87,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-10-02,1,0,0,0,0.34,0.3182,0.87,0.2537,1,23,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2012-11-16,16,0,1,1,0.42,0.4242,0.35,0.2836,33,350,383,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2011-04-26,4,0,0,1,0.56,0.5303,0.83,0.2537,2,4,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-01-01,20,0,0,0,0.4,0.4091,0.87,0.2537,11,25,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2011-07-24,1,0,0,0,0.78,0.7576,0.66,0.1045,33,63,96,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-21,23,0,1,1,0.32,0.303,0.66,0.2239,1,46,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-10-02,20,0,1,1,0.62,0.5455,0.94,0.1343,20,286,306,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2012-06-27,3,0,1,1,0.58,0.5455,0.46,0.0896,1,7,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-05-01,15,0,1,1,0.74,0.6667,0.45,0.2239,48,186,234,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-05-11,14,0,0,1,0.62,0.6212,0.53,0.0896,36,141,177,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-04-11,19,0,1,1,0.4,0.4091,0.4,0.3582,28,356,384,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
